iter	Passed	Remaining
1664	212841	42824
1665	212943	42690
1666	213061	42561
1667	213202	42436
1668	213305	42303
1669	213410	42170
1670	213520	42039
1671	213667	41915
1672	213761	41781
1673	213875	41650
1674	213973	41517
1675	214104	41390
1676	214237	41263
1677	214321	41127
1678	214415	40992
1679	214529	40862
1680	214655	40734
1681	214743	40599
1682	214851	40468
1683	214954	40335
1684	215048	40202
1685	215156	40070
1686	215294	39945
1687	215389	39811
1688	215502	39681
1689	215608	39549
1690	215759	39426
1691	215861	39293
1692	215937	39157
1693	216042	39025
1694	216148	38894
1695	216257	38763
1696	216402	38638
1697	216498	38505
1698	216612	38375
1699	216715	38243
1700	216860	38119
1701	216991	37992
1702	217107	37863
1703	217220	37733
1704	217289	37595
1705	217392	37463
1706	217531	37338
1707	217652	37209
1708	217693	37067
1709	217813	36939
1710	218026	36826
1711	218130	36694
1712	218231	36562
1713	218356	36435
1714	218451	36302
1715	218593	36177
1716	218719	36049
1717	218816	35917
1718	218932	35788
1719	219098	35667
1720	219207	35536
1721	219316	35406
1722	219412	35274
1723	219532	35145
1724	219655	35017
1725	219761	34886
1726	219875	34757
1727	219960	34623
1728	220092	34496
1729	220222	34369
1730	220322	34238
1731	220406	34104
1732	220515	33974
1733	220641	33846
1734	220755	33717
1735	220858	33586
1736	220975	33458
1737	221081	33327
1738	221206	33200
1739	221314	33069
1740	221402	32937
1741	221520	32808
1742	221656	32682
1743	221809	32559
1744	221916	32429
1745	222027	32299
1746	222117	32166
1747	222258	32041
1748	222445	31923
1749	222677	31811
1750	222777	31680
1751	222911	31553
1752	223139	31440
1753	223261	31312
1754	223425	31190
1755	223545	31062
1756	223659	30933
1757	223751	30800
1758	223858	30670
1759	224002	30545
1760	224174	30424
1761	224273	30293
1762	224331	30156
1763	224477	30032
1764	224557	29898
1765	224666	29768
1766	224769	29638
1767	224862	29506
1768	224977	29378
1769	225126	29253
1770	225253	29126
1771	225375	28998
1772	225496	28870
1773	225688	28751
1774	225839	28627
1775	225937	28496
1776	226067	28369
1777	226206	28243
1778	226349	28118
1779	226502	27994
1780	226742	27881
1781	226965	27765
1782	227082	27637
1783	227229	27512
1784	227367	27386
1785	227497	27258
1786	227591	27127
1787	227710	26999
1788	227880	26876
1789	227991	26747
1790	228110	26619
1791	228228	26490
1792	228371	26365
1793	228497	26237
1794	228598	26107
1795	228701	25977
1796	228804	25847
1797	228956	25722
1798	229085	25595
1799	229207	25467
1800	229327	25339
1801	229468	25213
1802	229513	25077
1803	229622	24947
1804	229703	24815
1805	229814	24686
1806	229923	24557
1807	230089	24434
1808	230198	24305
1809	230308	24175
1810	230412	24046
1811	230568	23922
1812	230676	23792
1813	230806	23665
1814	230916	23536
1815	231112	23416
1816	231217	23287
1817	231308	23156
1818	231425	23028
1819	231538	22899
1820	231683	22773
1821	231800	22645
1822	231906	22516
1823	232000	22386
1824	232101	22256
1825	232267	22132
1826	232336	22000
1827	232439	21870
1828	232541	21741
1829	232646	21611
1830	232780	21485
1831	232921	21359
1832	233056	21233
1833	233155	21103
1834	233308	20978
1835	233435	20851
1836	233610	20728
1837	233731	20600
1838	233800	20468
1839	234017	20349
1840	234128	20220
1841	234317	20098
1842	234536	19979
1843	234711	19856
1844	234766	19722
1845	235016	19605
1846	235183	19481
1847	235366	19359
1848	235610	19241
1849	235802	19119
1850	235931	18991
1851	236025	18861
1852	236141	18733
1853	236206	18600
1854	236323	18472
1855	236508	18349
1856	236751	18231
1857	236958	18109
1858	237071	17981
1859	237175	17851
1860	237331	17726
1861	237425	17596
1862	237543	17468
1863	237721	17344
1864	237853	17217
1865	237950	17087
1866	238079	16960
1867	238249	16835
1868	238385	16708
1869	238501	16580
1870	238617	16451
1871	238726	16323
1872	238759	16189
1873	238941	16065
1874	239117	15941
1875	239278	15815
1876	239419	15689
1877	239558	15562
1878	239712	15436
1879	239811	15307
1880	239997	15183
1881	240149	15057
1882	240296	14930
1883	240423	14803
1884	240572	14676
1885	240729	14550
1886	240906	14426
1887	241166	14306
1888	241394	14184
1889	241572	14059
1890	241725	13933
1891	241870	13806
1892	242017	13679
1893	242171	13553
1894	242387	13430
1895	242540	13303
1896	242674	13176
1897	242821	13049
1898	242940	12921
1899	243092	12794
1900	243333	12672
1901	243505	12546
1902	243655	12419
1903	243794	12292
1904	243931	12164
1905	243989	12033
1906	244153	11906
1907	244303	11779
1908	244450	11652
1909	244685	11529
1910	244818	11401
1911	244951	11273
1912	245138	11148
1913	245306	11022
1914	245615	10902
1915	245791	10775
1916	245933	10648
1917	246074	10520
1918	246147	10389
1919	246282	10261
1920	246431	10134
1921	246503	10003
1922	246684	9877
1923	246875	9751
1924	246990	9622
1925	247115	9494
1926	247284	9367
1927	247455	9241
1928	247595	9113
1929	247770	8986
1930	247939	8859
1931	248053	8730
1932	248167	8601
1933	248315	8474
1934	248456	8346
1935	248577	8217
1936	248711	8089
1937	248846	7961
1938	249044	7834
1939	249170	7706
1940	249337	7579
1941	249523	7452
1942	249664	7324
1943	249795	7195
1944	249993	7069
1945	250178	6942
1946	250320	6814
1947	250484	6686
1948	250630	6558
1949	250762	6429
1950	250893	6301
1951	251015	6172
1952	251157	6044
1953	251313	5916
1954	251427	5787
1955	251562	5658
1956	251696	5530
1957	251826	5401
1958	251966	5273
1959	252059	5144
1960	252229	5016
1961	252428	4889
1962	252574	4760
1963	252712	4632
1964	252857	4503
1965	252966	4374
1966	253082	4245
1967	253211	4117
1968	253394	3989
1969	253604	3862
1970	253750	3733
1971	253891	3604
1972	254024	3476
1973	254127	3347
1974	254289	3218
1975	254534	3091
1976	254685	2962
1977	254817	2834
1978	254945	2705
1979	255103	2576
1980	255263	2448
1981	255392	2319
1982	255536	2190
1983	255764	2062
1984	255913	1933
1985	256037	1804
1986	256158	1675
1987	256351	1547
1988	256506	1418
1989	256652	1289
1990	256822	1160
1991	257008	1032
1992	257130	903
1993	257300	774
1994	257447	645
1995	257560	516
1996	257724	387
1997	257836	258
1998	258037	129
1999	258194	0
