iter	Logloss
1516	0.3918632509
1517	0.3918608812
1518	0.3918553446
1519	0.3918523309
1520	0.3918484927
1521	0.3918421861
1522	0.3918392454
1523	0.391836111
1524	0.3918342287
1525	0.3918338606
1526	0.3918304161
1527	0.3918259158
1528	0.3918239919
1529	0.3918224866
1530	0.3918204729
1531	0.391819102
1532	0.3918167781
1533	0.3918141654
1534	0.3918116596
1535	0.3918094451
1536	0.3918055404
1537	0.391803208
1538	0.3918019689
1539	0.3918019688
1540	0.3917982464
1541	0.3917956015
1542	0.3917940674
1543	0.3917924931
1544	0.3917892768
1545	0.3917881755
1546	0.3917838847
1547	0.3917832836
1548	0.3917832836
1549	0.3917808779
1550	0.3917793599
1551	0.3917750785
1552	0.3917741497
1553	0.3917701274
1554	0.3917676093
1555	0.3917673751
1556	0.3917642207
1557	0.3917605747
1558	0.3917587436
1559	0.3917574597
1560	0.3917563831
1561	0.3917539532
1562	0.3917523209
1563	0.3917495581
1564	0.3917484847
1565	0.3917464233
1566	0.3917353642
1567	0.391733651
1568	0.3917332912
1569	0.3917328511
1570	0.3917252414
1571	0.3917235112
1572	0.3917205762
1573	0.3917161273
1574	0.391712164
1575	0.3917104954
1576	0.3917055921
1577	0.3917055921
1578	0.391701796
1579	0.3917012682
1580	0.3916998004
1581	0.3916971619
1582	0.3916948439
1583	0.3916916512
1584	0.3916898188
1585	0.3916863837
1586	0.3916853461
1587	0.3916812213
1588	0.3916798718
1589	0.3916758747
1590	0.3916720177
1591	0.3916709231
1592	0.3916670379
1593	0.3916663412
1594	0.391663008
1595	0.3916624959
1596	0.3916587823
1597	0.3916580552
1598	0.3916551513
1599	0.3916534858
1600	0.3916501535
1601	0.3916479947
1602	0.3916459788
1603	0.3916442304
1604	0.3916438659
1605	0.3916419278
1606	0.3916390962
1607	0.3916357786
1608	0.3916352878
1609	0.3916332773
1610	0.3916291906
1611	0.3916291905
1612	0.3916274387
1613	0.3916255122
1614	0.3916219842
1615	0.3916207491
1616	0.3916198956
1617	0.3916180974
1618	0.3916153851
1619	0.3916132589
1620	0.3916115235
1621	0.3916092789
1622	0.3916075316
1623	0.3916048376
1624	0.3916024062
1625	0.3915990181
1626	0.3915974996
1627	0.3915962573
1628	0.3915917361
1629	0.39158858
1630	0.3915863417
1631	0.3915863399
1632	0.3915854535
1633	0.391583271
1634	0.3915819868
1635	0.3915802608
1636	0.3915782175
1637	0.3915770583
1638	0.3915761099
1639	0.3915719367
1640	0.391569565
1641	0.3915662594
1642	0.3915648786
1643	0.3915627351
1644	0.3915590054
1645	0.3915549859
1646	0.39155263
1647	0.3915509741
1648	0.3915480499
1649	0.3915455149
1650	0.3915441596
1651	0.3915406595
1652	0.391537975
1653	0.3915337536
1654	0.3915313128
1655	0.3915301333
1656	0.391528302
1657	0.3915265552
1658	0.391525632
1659	0.3915241068
1660	0.3915222217
1661	0.391519494
1662	0.3915170252
1663	0.3915158925
1664	0.3915126715
1665	0.3915111426
1666	0.391509436
1667	0.3915071285
1668	0.3915053433
1669	0.3915032521
1670	0.3915008257
1671	0.3914984371
1672	0.3914967281
1673	0.391494142
1674	0.3914923831
1675	0.3914906484
1676	0.3914866428
1677	0.3914837983
1678	0.3914825385
1679	0.3914811175
1680	0.3914811175
1681	0.3914804879
1682	0.3914792133
1683	0.3914787765
1684	0.3914774284
1685	0.3914761342
1686	0.3914743221
1687	0.3914716247
1688	0.3914707995
1689	0.3914687251
1690	0.3914675723
1691	0.3914667177
1692	0.3914658966
1693	0.3914642469
1694	0.3914621906
1695	0.3914576181
1696	0.3914542472
1697	0.3914506186
1698	0.3914483857
1699	0.3914449318
1700	0.3914374519
1701	0.3914344762
1702	0.3914326802
1703	0.3914302048
1704	0.391429897
1705	0.3914289109
1706	0.3914259444
1707	0.3914150748
1708	0.3914149045
1709	0.3914103584
1710	0.3914052919
1711	0.3914028995
1712	0.3914020613
1713	0.391391958
1714	0.3913913301
1715	0.3913897426
1716	0.3913862589
1717	0.3913856832
1718	0.3913813049
1719	0.3913791269
1720	0.3913763777
1721	0.3913750354
1722	0.3913711236
1723	0.3913698304
1724	0.3913686754
1725	0.3913663972
1726	0.3913640059
1727	0.3913619217
1728	0.3913602785
1729	0.3913564582
1730	0.3913536402
1731	0.3913530765
1732	0.3913519919
1733	0.3913500358
1734	0.3913490302
1735	0.3913458188
1736	0.3913441646
1737	0.3913428962
1738	0.3913413818
1739	0.3913388225
1740	0.3913354109
1741	0.3913323351
1742	0.3913300382
1743	0.3913270004
1744	0.3913237208
1745	0.3913214419
1746	0.3913186326
1747	0.39131567
1748	0.3913156697
1749	0.3913127271
1750	0.3913101184
1751	0.3913084621
1752	0.3913031551
1753	0.3913023685
1754	0.3913005627
1755	0.3912990396
1756	0.3912956473
1757	0.3912940107
1758	0.391292994
1759	0.3912913016
1760	0.3912900578
1761	0.3912894237
1762	0.3912888859
1763	0.391287425
1764	0.3912873035
1765	0.3912859778
1766	0.3912843073
1767	0.3912810095
1768	0.3912782691
1769	0.3912742337
1770	0.3912713935
1771	0.3912687878
1772	0.3912675852
1773	0.3912667881
1774	0.3912640059
1775	0.3912617606
1776	0.391260968
1777	0.3912600063
1778	0.3912587002
1779	0.3912585051
1780	0.3912561829
1781	0.3912537175
1782	0.3912500809
1783	0.3912485647
1784	0.3912479971
1785	0.3912447248
1786	0.3912433001
1787	0.391242138
1788	0.3912403519
1789	0.391239461
1790	0.3912363661
1791	0.3912335473
1792	0.3912309774
1793	0.3912277057
1794	0.3912259587
1795	0.3912248344
1796	0.3912224468
1797	0.3912191902
1798	0.3912163749
1799	0.391212907
1800	0.3912119841
1801	0.3912106787
1802	0.3912106787
1803	0.3912096764
1804	0.3912084752
1805	0.3912026291
1806	0.391201402
1807	0.3911994313
1808	0.3911984762
1809	0.3911969142
1810	0.3911961141
1811	0.3911939311
1812	0.3911906417
1813	0.3911857118
1814	0.3911849798
1815	0.3911821736
1816	0.3911818845
1817	0.3911793583
1818	0.3911742488
1819	0.3911718931
1820	0.3911693449
1821	0.3911669584
1822	0.391166242
1823	0.3911649863
1824	0.3911605832
1825	0.3911573652
1826	0.3911556134
1827	0.3911531974
1828	0.3911482196
1829	0.3911460075
1830	0.391145076
1831	0.391137775
1832	0.3911294735
1833	0.3911276673
1834	0.3911264574
1835	0.3911252462
1836	0.391122244
1837	0.3911203219
1838	0.3911203047
1839	0.3911182769
1840	0.3911125845
1841	0.3911107462
1842	0.3911090054
1843	0.3911073385
1844	0.3911073385
1845	0.3911048851
1846	0.3910980981
1847	0.391097943
1848	0.39109652
1849	0.3910955275
1850	0.3910929668
1851	0.3910906924
1852	0.3910887828
1853	0.3910885819
1854	0.3910872811
1855	0.3910852533
1856	0.3910842728
1857	0.3910820807
1858	0.3910805767
1859	0.3910789737
1860	0.3910747856
1861	0.3910719725
1862	0.3910687865
1863	0.3910602639
1864	0.3910582154
1865	0.3910554785
1866	0.3910520939
1867	0.3910503427
1868	0.3910476304
1869	0.3910457559
1870	0.3910432362
1871	0.3910416163
1872	0.3910416163
1873	0.39104083
1874	0.3910387971
1875	0.391036028
1876	0.3910359425
1877	0.3910326504
1878	0.3910296806
1879	0.3910275812
1880	0.3910229316
1881	0.3910210383
1882	0.3910191836
1883	0.3910164763
1884	0.3910153496
1885	0.3910107269
1886	0.3910101595
1887	0.391009183
1888	0.3910070843
1889	0.3910050332
1890	0.3910028404
1891	0.3910008582
1892	0.3909985255
1893	0.3909976022
1894	0.3909945409
1895	0.3909930716
1896	0.3909901157
1897	0.3909882369
1898	0.3909866108
1899	0.390984668
1900	0.3909830309
1901	0.3909810343
1902	0.3909769835
1903	0.3909743207
1904	0.3909731516
1905	0.3909729677
1906	0.3909705608
1907	0.3909691917
1908	0.3909689092
1909	0.3909669706
1910	0.3909644606
1911	0.3909635527
1912	0.3909607596
1913	0.3909590023
1914	0.3909574852
1915	0.390956702
1916	0.3909522435
1917	0.3909503737
1918	0.3909503701
1919	0.3909481654
1920	0.3909468373
1921	0.3909465795
1922	0.3909443136
1923	0.3909419234
1924	0.3909385009
1925	0.3909363802
1926	0.3909343932
1927	0.3909338877
1928	0.3909300208
1929	0.3909286109
1930	0.3909272001
1931	0.3909269257
1932	0.390925948
1933	0.3909249066
1934	0.3909230206
1935	0.3909221504
1936	0.3909207087
1937	0.3909177974
1938	0.390915622
1939	0.3909147111
1940	0.3909120236
1941	0.3909101187
1942	0.3909078983
1943	0.3909071338
1944	0.3909059024
1945	0.3909046116
1946	0.3909035708
1947	0.3909025748
1948	0.3909005146
1949	0.3908981091
1950	0.3908950178
1951	0.3908900804
1952	0.3908897206
1953	0.3908882896
1954	0.3908871918
1955	0.3908844091
1956	0.390883279
1957	0.3908826809
1958	0.3908803864
1959	0.390879967
1960	0.3908780598
1961	0.3908761258
1962	0.3908742583
1963	0.3908723902
1964	0.3908713848
1965	0.3908708544
1966	0.3908682453
1967	0.390867866
1968	0.3908661706
1969	0.3908638614
1970	0.3908603935
1971	0.3908582276
1972	0.3908576008
1973	0.3908567545
1974	0.3908547667
1975	0.3908520518
1976	0.3908477344
1977	0.3908462342
1978	0.3908440801
1979	0.3908412111
1980	0.3908406147
1981	0.3908401363
1982	0.3908358805
1983	0.3908341994
1984	0.3908307833
1985	0.3908287043
1986	0.3908269861
1987	0.3908241186
1988	0.3908226161
1989	0.3908217812
1990	0.3908195462
1991	0.3908178432
1992	0.3908170065
1993	0.3908148386
1994	0.3908129331
1995	0.3908108233
1996	0.3908082212
1997	0.3908051627
1998	0.3908021167
1999	0.3908000674
