iter	Logloss
268	0.4142867623
269	0.4141761767
270	0.4140634244
271	0.4139564149
272	0.4138218695
273	0.4137103875
274	0.4136112842
275	0.413494971
276	0.4133893238
277	0.4131706059
278	0.4130585502
279	0.4129233018
280	0.4128281753
281	0.4126601036
282	0.4125562836
283	0.4124485817
284	0.4123237526
285	0.4122211708
286	0.4121278239
287	0.4120423975
288	0.4119452049
289	0.4118525137
290	0.4117520721
291	0.4116772889
292	0.4114610977
293	0.4113335622
294	0.4112270504
295	0.4111269793
296	0.411033776
297	0.4109517536
298	0.4107918331
299	0.4107012303
300	0.4105111629
301	0.410431008
302	0.4103471512
303	0.4101517177
304	0.4100803496
305	0.4099908996
306	0.4097814042
307	0.4097133194
308	0.40962641
309	0.409560487
310	0.4094787493
311	0.4093998494
312	0.4093258952
313	0.4092667254
314	0.4091193108
315	0.4090463929
316	0.4089693934
317	0.4087784383
318	0.4087004833
319	0.4086274012
320	0.4084574093
321	0.4083716682
322	0.408187755
323	0.4081323252
324	0.408061905
325	0.407982904
326	0.407849395
327	0.4077985049
328	0.4077296069
329	0.4075813829
330	0.4075018052
331	0.4074397836
332	0.4073762683
333	0.4073117521
334	0.4071730982
335	0.4071138672
336	0.407053822
337	0.4069999053
338	0.4069358077
339	0.4068769421
340	0.4068385509
341	0.4066830337
342	0.4066274116
343	0.4065732758
344	0.4065276655
345	0.406478855
346	0.406416498
347	0.406369194
348	0.4063117599
349	0.4062653994
350	0.4062143601
351	0.4061507344
352	0.406096421
353	0.4060702131
354	0.4060151654
355	0.4059390375
356	0.4058571315
357	0.4057982862
358	0.4057454693
359	0.4056992239
360	0.4055528944
361	0.4054955275
362	0.4054396858
363	0.4053909257
364	0.4052660733
365	0.4051698239
366	0.4050922492
367	0.4050247688
368	0.4049770187
369	0.404929761
370	0.4048080472
371	0.4047565213
372	0.4046629997
373	0.4045960915
374	0.4044891017
375	0.4044503975
376	0.4044083887
377	0.4043315891
378	0.40428208
379	0.4042394763
380	0.4041962442
381	0.4041568806
382	0.4041106035
383	0.4040152718
384	0.4039657196
385	0.4039445506
386	0.4039070413
387	0.4038188053
388	0.4037780774
389	0.403739609
390	0.4036921278
391	0.4036487481
392	0.4035668772
393	0.4035271554
394	0.4034856503
395	0.4034534826
396	0.4034148612
397	0.4033773901
398	0.4032964086
399	0.4032611672
400	0.4031940165
401	0.4031410875
402	0.4030810896
403	0.4029874847
404	0.4029422661
405	0.4029144284
406	0.4028671634
407	0.4028256565
408	0.4027877196
409	0.4027570132
410	0.4027250427
411	0.4026888074
412	0.4026567379
413	0.4026311669
414	0.4025873957
415	0.4025509917
416	0.4025133097
417	0.4024820444
418	0.4024456357
419	0.4023849683
420	0.4023484738
421	0.4023137685
422	0.402285424
423	0.402250626
424	0.4021689423
425	0.4021322345
426	0.4021074609
427	0.4020732431
428	0.4020411922
429	0.4019563987
430	0.4019085272
431	0.4018961247
432	0.4018641664
433	0.4018306451
434	0.4017908484
435	0.4017477649
436	0.4017167615
437	0.4016491082
438	0.401618432
439	0.4015785692
440	0.4015449326
441	0.4015153321
442	0.4014900125
443	0.401466764
444	0.4013801465
445	0.4013498722
446	0.4013256177
447	0.4012941606
448	0.4012782205
449	0.4012536204
450	0.4012223468
451	0.401198316
452	0.4011741908
453	0.401147882
454	0.4011247464
455	0.4010765602
456	0.4010608174
457	0.4010091684
458	0.4009928491
459	0.4009705609
460	0.4009480933
461	0.400926413
462	0.4008927982
463	0.4008678693
464	0.4008454196
465	0.4008222547
466	0.4008027437
467	0.4007839585
468	0.4007207952
469	0.4007003087
470	0.4006721393
471	0.4006404137
472	0.4005643289
473	0.4005413332
474	0.4005146125
475	0.4004865258
476	0.4004451911
477	0.4004178866
478	0.400377192
479	0.4003553625
480	0.4003231153
481	0.4003018028
482	0.4002761774
483	0.4002233501
484	0.4001712696
485	0.4001508846
486	0.4001136792
487	0.4000923405
488	0.4000665803
489	0.4000452059
490	0.4000239398
491	0.3999947166
492	0.3999734358
493	0.399949802
494	0.3999334093
495	0.3999153769
496	0.3998679732
497	0.3998474447
498	0.3998267464
499	0.3998005726
500	0.3997698692
501	0.3997499647
502	0.399691875
503	0.3996695253
504	0.3996447734
505	0.399632995
506	0.3995826574
507	0.3995291971
508	0.3995134976
509	0.3994908677
510	0.3994735635
511	0.3994532865
512	0.3994271985
513	0.3994101233
514	0.3993913961
515	0.3993747986
516	0.3993601356
517	0.3993476258
518	0.3992931245
519	0.3992785292
520	0.3992585915
521	0.3992340343
522	0.3992093122
523	0.3991939586
524	0.3991522863
525	0.3991378327
526	0.3991164789
527	0.3990912945
528	0.3990744507
529	0.3990531323
530	0.3990387899
531	0.3990227483
532	0.3990058559
533	0.3989869276
534	0.3989697522
535	0.3989543976
536	0.3989374998
537	0.3989201293
538	0.3989001411
539	0.3988801147
540	0.3988406934
541	0.3988237181
542	0.3988113803
543	0.3987705852
544	0.3987543368
545	0.3987334248
546	0.3987092481
547	0.3986962235
548	0.3986799888
549	0.3986646735
550	0.3986536372
551	0.3986405093
552	0.3986225738
553	0.3986103369
554	0.3985958218
555	0.3985766741
556	0.3985592084
557	0.398544377
558	0.398520199
559	0.3984986939
560	0.3984831794
561	0.3984678692
562	0.3984421642
563	0.3984033079
564	0.3983465293
565	0.3983282016
566	0.3983141316
567	0.398284706
568	0.3982660243
569	0.398250052
570	0.3982341872
571	0.3982240476
572	0.3982091817
573	0.3981842408
574	0.3981714213
575	0.3981462825
576	0.3981322136
577	0.3981102671
578	0.3980776779
579	0.3980667365
580	0.3980396529
581	0.398027119
582	0.3980157698
583	0.3980033131
584	0.3979899651
585	0.3979817897
586	0.3979686735
587	0.3979534483
588	0.3979345444
589	0.3979127834
590	0.3978946157
591	0.3978769649
592	0.3978485114
593	0.3978356978
594	0.3978248915
595	0.3977631427
596	0.3977507477
597	0.3977402986
598	0.3977104653
599	0.3976816042
600	0.3976742554
601	0.3976376878
602	0.3976197723
603	0.3976072783
604	0.3975984161
605	0.3975802171
606	0.3975455236
607	0.3975127053
608	0.397480442
609	0.3974605082
610	0.3974492522
611	0.3974212092
612	0.3974082791
613	0.397396551
614	0.3973848491
615	0.3973733534
616	0.3973636472
617	0.3973550133
618	0.3973375657
619	0.3973260644
620	0.3973182906
621	0.3973022156
622	0.3972924992
623	0.3972767794
624	0.3972595046
625	0.3972224843
626	0.3972118014
627	0.3972035704
628	0.3971895359
629	0.3971633356
630	0.3971540092
631	0.3971431906
632	0.3971347981
633	0.3971215784
634	0.3971085168
635	0.3970983711
636	0.3970908761
637	0.3970818095
638	0.3970742883
639	0.397049959
640	0.3970408706
641	0.3970112318
642	0.3970002334
643	0.3969786163
644	0.3969665671
645	0.3969554202
646	0.3969406184
647	0.3969276734
648	0.3969149172
649	0.3969048325
650	0.3968846173
651	0.3968695014
652	0.3968560921
653	0.396847647
654	0.396836736
655	0.396828084
656	0.3968167754
657	0.396811212
658	0.3967866389
659	0.3967706955
660	0.3967523599
661	0.3967430691
662	0.3967168953
663	0.3967147787
664	0.3967057939
665	0.396674593
666	0.3966529347
667	0.3966436908
668	0.3966357892
669	0.3966293945
670	0.3966150713
671	0.396583103
672	0.3965755488
673	0.3965687605
674	0.3965560696
675	0.3965368073
676	0.3965089031
677	0.3964965649
678	0.3964867986
679	0.3964674959
680	0.3964602631
681	0.3964386941
682	0.3964314435
683	0.3964056843
684	0.3964049957
685	0.3963866107
686	0.39638005
687	0.396373298
688	0.3963605888
689	0.39635127
690	0.3963275518
691	0.3963111829
692	0.3963038047
693	0.3962965127
694	0.396289698
695	0.3962828455
696	0.3962574263
697	0.3962476739
698	0.3962254601
699	0.3962144118
700	0.396199581
701	0.3961872547
702	0.3961572212
703	0.3961442534
704	0.3961195375
705	0.3961061394
706	0.3960985049
707	0.3960916747
708	0.3960792158
709	0.3960620601
710	0.3960577453
711	0.3960361879
712	0.3960263664
713	0.3960182797
714	0.3960129772
715	0.3960002989
716	0.3959913203
717	0.3959665718
718	0.3959401963
719	0.3959335945
720	0.395925039
721	0.395903745
722	0.3958922988
723	0.3958827849
724	0.3958713717
725	0.3958510273
726	0.3958399008
727	0.3958298227
728	0.3958195658
729	0.3958084718
730	0.3958008317
731	0.395793298
732	0.3957838992
733	0.3957701113
734	0.3957618004
735	0.395742386
736	0.3957415283
737	0.3957361341
738	0.3957301627
739	0.3957189518
740	0.3957140487
741	0.395695565
742	0.3956770174
743	0.395664588
744	0.3956505652
745	0.3956398443
746	0.3956268
747	0.3956198614
748	0.395614351
749	0.3956050748
750	0.3955997747
751	0.395578219
752	0.3955517007
753	0.3955502142
754	0.3955260154
755	0.3955200873
756	0.3955150296
757	0.395498768
758	0.3954925692
759	0.3954843876
760	0.3954774756
761	0.3954737056
762	0.3954556271
763	0.3954505536
764	0.3954455364
765	0.395437169
766	0.3954196704
767	0.395414179
768	0.3954075301
769	0.3954038128
770	0.3953924126
771	0.3953682855
772	0.395361474
773	0.3953526952
774	0.3953439651
775	0.3953368687
776	0.3953323589
777	0.3953243627
778	0.3953109948
779	0.395303728
780	0.395295897
781	0.3952857294
782	0.395281566
783	0.3952764665
784	0.395271653
785	0.3952635048
786	0.395255195
787	0.3952417308
788	0.3952290382
789	0.3952194429
790	0.3952137695
791	0.3952061881
792	0.3952016639
793	0.3951875264
794	0.3951795828
795	0.3951747835
796	0.3951675645
797	0.3951624056
798	0.3951563557
799	0.3951492783
800	0.3951440476
801	0.3951388394
802	0.3951327346
803	0.3951233169
804	0.395113532
805	0.3951107168
806	0.3951045254
807	0.395090771
808	0.3950855396
809	0.3950663382
810	0.3950621529
811	0.3950552102
812	0.3950491896
813	0.3950445474
814	0.3950356814
815	0.3950240783
816	0.3950160724
817	0.3950105453
818	0.3949907541
819	0.3949860069
820	0.3949808978
821	0.3949743706
822	0.3949652274
823	0.394961649
824	0.3949582473
825	0.3949484278
826	0.3949386609
827	0.3949319489
828	0.3949263645
829	0.3949219008
830	0.3949024806
831	0.3948941387
832	0.3948879035
833	0.3948809402
834	0.3948772006
835	0.3948703541
836	0.394865587
837	0.3948403803
838	0.3948319244
839	0.394825416
840	0.3948167938
841	0.3948123655
842	0.3948058361
843	0.3948017509
844	0.3947973621
845	0.394783038
846	0.3947636455
847	0.394760212
848	0.3947537554
849	0.3947458061
850	0.3947402932
851	0.3947184468
852	0.3947108612
853	0.394698377
854	0.3946919765
855	0.3946869028
856	0.394677938
857	0.3946756437
858	0.394672056
859	0.3946676563
860	0.3946575867
861	0.3946484175
862	0.3946454173
863	0.3946419027
864	0.3946215872
865	0.3946164652
866	0.3946096601
867	0.3946050124
868	0.3945945856
869	0.3945769728
870	0.394564177
871	0.3945593557
872	0.394551087
873	0.3945426139
874	0.3945372127
875	0.3945301236
876	0.3945216994
877	0.3945188346
878	0.3945096346
879	0.3945068102
880	0.394499779
881	0.3944946626
882	0.3944927496
883	0.3944869005
884	0.3944769479
885	0.3944730974
886	0.3944628791
887	0.3944546867
888	0.3944496187
889	0.394449202
890	0.3944467621
891	0.394428561
892	0.3944208364
893	0.3944128577
894	0.3944063351
895	0.3944024975
896	0.3943920056
897	0.3943892538
898	0.3943863345
899	0.3943812039
900	0.3943743926
901	0.3943643689
902	0.3943448075
903	0.3943441647
904	0.3943409052
905	0.3943223597
906	0.3943203409
907	0.394313818
908	0.3943089809
909	0.3943053821
910	0.3942989663
911	0.3942935354
912	0.3942896671
913	0.3942863515
914	0.3942782214
915	0.394266755
916	0.394258733
917	0.394256753
918	0.3942491743
919	0.394246404
920	0.3942433578
921	0.394239503
922	0.3942357938
923	0.3942303239
924	0.3942266045
925	0.3942192649
926	0.3942056529
927	0.3941998588
928	0.3941891405
929	0.394177346
930	0.394171768
931	0.3941596925
932	0.3941438935
933	0.3941372723
934	0.3941257023
935	0.3941174275
936	0.3941116904
937	0.394107657
938	0.3941011508
939	0.3940982258
940	0.3940884722
941	0.3940865931
942	0.3940829407
943	0.3940798176
944	0.3940741822
945	0.3940658146
946	0.3940578808
947	0.3940536689
948	0.3940488344
949	0.3940466629
950	0.3940404438
951	0.3940369703
952	0.394025816
953	0.3940227575
954	0.3940170145
955	0.3940101058
956	0.3940043011
957	0.3940001457
958	0.393996601
959	0.3939934323
960	0.3939877173
961	0.3939837585
962	0.3939785751
963	0.3939756987
964	0.3939697139
965	0.3939573903
966	0.393955635
967	0.3939498544
968	0.3939428684
969	0.3939359245
970	0.3939333834
971	0.3939306261
972	0.3939267832
973	0.3939223967
974	0.393918722
975	0.3939172187
976	0.3939119348
977	0.393909334
978	0.3939048397
979	0.393900467
980	0.3938980826
981	0.3938936647
982	0.393887543
983	0.3938844034
984	0.3938801781
985	0.3938735853
986	0.3938597733
987	0.393854358
988	0.3938494568
989	0.3938479127
990	0.3938443603
991	0.3938322108
992	0.3938260672
993	0.393813152
994	0.3938107248
995	0.393808722
996	0.3938006016
997	0.3937975242
998	0.3937912075
999	0.393788747
1000	0.393782164
1001	0.3937805952
1002	0.3937739444
1003	0.3937712201
1004	0.3937645791
1005	0.3937599065
1006	0.3937560205
1007	0.3937544405
1008	0.3937509348
1009	0.3937434162
1010	0.3937408965
1011	0.3937318845
1012	0.3937265929
1013	0.3937221456
1014	0.3937174322
1015	0.3937071387
1016	0.3937025259
1017	0.3937001685
1018	0.3936979428
1019	0.3936898913
1020	0.3936853489
1021	0.3936850702
1022	0.3936778193
1023	0.3936715287
1024	0.3936665019
1025	0.3936548989
1026	0.3936420402
1027	0.3936373293
1028	0.3936329181
1029	0.3936287055
1030	0.393618146
1031	0.3936121553
1032	0.3936088718
1033	0.3936044049
1034	0.393597744
1035	0.3935953734
1036	0.3935943275
1037	0.3935875163
1038	0.3935720908
1039	0.3935656026
1040	0.3935590747
1041	0.393556853
1042	0.393556244
1043	0.3935537325
1044	0.3935496487
1045	0.3935470101
1046	0.3935441086
1047	0.3935356315
1048	0.3935329371
1049	0.3935278052
1050	0.3935218435
1051	0.3935113688
1052	0.3935061179
1053	0.3935013902
1054	0.3934976145
1055	0.3934939028
1056	0.3934933742
1057	0.3934901014
1058	0.3934870891
1059	0.3934808552
1060	0.3934761785
1061	0.3934732802
1062	0.393468494
1063	0.3934628082
1064	0.3934590908
1065	0.3934568186
1066	0.393453489
1067	0.3934483849
1068	0.3934455788
1069	0.3934416594
1070	0.3934373502
1071	0.3934297905
1072	0.3934256996
1073	0.3934233232
1074	0.393419096
1075	0.3934132507
1076	0.3934068092
1077	0.3934002186
1078	0.3933954225
1079	0.3933942229
1080	0.3933926119
1081	0.3933896139
1082	0.3933886735
1083	0.3933854391
1084	0.3933854391
1085	0.3933799691
1086	0.3933768986
1087	0.3933717033
1088	0.3933682436
1089	0.3933665923
1090	0.3933554285
1091	0.3933532913
1092	0.3933510341
1093	0.3933457425
1094	0.3933435791
1095	0.3933380275
1096	0.393334147
1097	0.3933300568
1098	0.3933274308
1099	0.3933237653
1100	0.3933179352
1101	0.3933059103
1102	0.3933043665
1103	0.3933010849
1104	0.3932963383
1105	0.3932945571
1106	0.3932896236
1107	0.393287635
1108	0.3932744467
1109	0.3932709534
1110	0.3932675714
1111	0.3932524293
1112	0.3932460995
1113	0.3932419552
1114	0.3932372774
1115	0.3932308011
1116	0.3932260506
1117	0.3932225803
1118	0.3932165235
1119	0.3932135603
1120	0.3932078791
1121	0.3932045274
1122	0.3932011456
1123	0.3931978584
1124	0.3931951571
1125	0.3931912136
1126	0.3931864016
1127	0.3931828778
1128	0.3931754783
1129	0.3931704197
1130	0.3931648346
1131	0.393161139
1132	0.3931570799
1133	0.3931548171
1134	0.3931490904
1135	0.3931432206
1136	0.3931430397
1137	0.3931302556
1138	0.3931286542
1139	0.3931244305
1140	0.3931089428
1141	0.3931034582
1142	0.3931006528
1143	0.3930957383
1144	0.3930944085
1145	0.3930867306
1146	0.3930836802
1147	0.3930752294
1148	0.3930737121
1149	0.3930707338
1150	0.3930683631
1151	0.3930679967
1152	0.3930654899
1153	0.3930568851
1154	0.3930553611
1155	0.3930527085
1156	0.3930416096
1157	0.3930391915
1158	0.393036431
1159	0.3930338938
1160	0.3930274794
1161	0.3930243364
1162	0.3930223819
1163	0.3930184594
1164	0.3930136777
1165	0.3930113204
1166	0.3930068127
1167	0.39300239
1168	0.3930003294
1169	0.3929960357
1170	0.3929844738
1171	0.3929757436
1172	0.3929747153
1173	0.392972135
1174	0.3929682541
1175	0.3929644248
1176	0.3929615812
1177	0.3929593496
1178	0.3929567478
1179	0.3929546753
1180	0.3929505075
1181	0.3929463746
1182	0.3929459166
1183	0.3929417324
1184	0.3929398481
1185	0.3929281704
1186	0.3929244388
1187	0.3929210126
1188	0.3929190913
1189	0.3929172514
1190	0.3929108479
1191	0.3929055452
1192	0.3929026712
1193	0.3928988802
1194	0.392896653
1195	0.3928936426
1196	0.3928903025
1197	0.3928849324
1198	0.3928839645
1199	0.3928829313
1200	0.3928784317
1201	0.3928742903
1202	0.3928704748
1203	0.3928684213
1204	0.3928646324
1205	0.3928624924
1206	0.3928593232
1207	0.392853093
1208	0.3928468097
1209	0.3928432825
1210	0.3928396472
1211	0.3928326195
1212	0.3928291998
1213	0.3928255931
1214	0.3928211866
1215	0.3928189739
1216	0.392809693
1217	0.3928069817
1218	0.392801033
1219	0.3927954871
1220	0.3927935957
1221	0.3927912865
1222	0.3927883103
1223	0.3927857588
1224	0.3927820673
1225	0.392771789
1226	0.3927650955
1227	0.3927628739
1228	0.3927599664
1229	0.3927561009
1230	0.3927548369
1231	0.3927512136
1232	0.3927494204
1233	0.3927459198
1234	0.392743722
1235	0.3927428392
1236	0.3927405688
1237	0.3927365846
1238	0.3927319924
1239	0.3927309432
1240	0.3927269437
1241	0.3927232495
1242	0.3927198285
1243	0.3927155596
1244	0.3927131968
1245	0.3927084371
1246	0.3927045269
1247	0.3927016827
1248	0.3926965851
1249	0.3926932446
1250	0.3926914639
1251	0.3926914638
1252	0.3926882939
1253	0.3926834528
1254	0.3926771506
1255	0.3926758925
1256	0.3926661934
1257	0.3926622467
1258	0.3926570463
1259	0.392654398
1260	0.392652113
1261	0.3926427542
1262	0.3926409999
1263	0.3926380284
1264	0.3926357792
1265	0.3926339409
1266	0.3926299565
1267	0.3926240779
1268	0.392621104
1269	0.3926186634
1270	0.3926144291
1271	0.3926108487
1272	0.3926035373
1273	0.3926032777
1274	0.3925979122
1275	0.3925923849
1276	0.3925903833
1277	0.3925859704
1278	0.3925837433
1279	0.3925795128
1280	0.3925746414
1281	0.3925716526
1282	0.3925691489
1283	0.3925669177
1284	0.3925637821
1285	0.3925565533
1286	0.3925538519
1287	0.3925517667
1288	0.3925487714
1289	0.3925485326
1290	0.3925444149
1291	0.392541191
1292	0.3925282981
1293	0.3925255654
1294	0.3925231342
1295	0.3925200855
1296	0.3925167374
1297	0.392514473
1298	0.3925097735
1299	0.3925056646
1300	0.3925018563
1301	0.392497116
1302	0.3924941159
1303	0.3924909182
1304	0.3924874895
1305	0.3924850047
1306	0.3924834901
1307	0.3924792489
1308	0.3924779152
1309	0.3924745117
1310	0.3924674094
1311	0.3924667433
1312	0.3924650069
1313	0.3924623532
1314	0.3924619239
1315	0.3924602862
1316	0.3924578693
1317	0.3924578693
1318	0.3924543989
1319	0.3924516241
1320	0.3924413352
1321	0.3924360978
1322	0.3924324919
1323	0.3924283434
1324	0.3924252528
1325	0.3924237768
1326	0.3924174378
1327	0.3924135366
1328	0.3924082039
1329	0.3924055451
1330	0.3924034575
1331	0.3924016863
1332	0.3923988616
1333	0.3923913083
1334	0.3923904956
1335	0.3923889187
1336	0.3923877572
1337	0.3923849156
1338	0.3923838991
1339	0.3923828051
1340	0.3923802752
1341	0.3923768925
1342	0.3923747533
1343	0.3923720727
1344	0.3923670298
1345	0.3923642217
1346	0.3923605925
1347	0.3923588226
1348	0.3923561376
1349	0.3923534732
1350	0.3923524565
1351	0.3923504527
1352	0.3923459725
1353	0.3923431089
1354	0.3923406953
1355	0.3923398738
1356	0.3923371164
1357	0.392334013
1358	0.3923319093
1359	0.392331037
1360	0.3923290753
1361	0.3923257472
1362	0.3923216257
1363	0.3923119442
1364	0.3923012036
1365	0.3922969194
1366	0.3922961637
1367	0.3922912161
1368	0.3922897076
1369	0.3922883589
1370	0.3922862934
1371	0.3922821549
1372	0.3922797939
1373	0.3922765931
1374	0.3922695961
1375	0.3922664986
1376	0.392262189
1377	0.3922578656
1378	0.3922556353
1379	0.3922527106
1380	0.392250609
1381	0.3922481924
1382	0.3922468422
1383	0.392244849
1384	0.3922430462
1385	0.3922401373
1386	0.392237167
1387	0.3922354251
1388	0.3922300916
1389	0.3922272083
1390	0.3922152284
1391	0.3922137689
1392	0.3922101981
1393	0.392208466
1394	0.3922044217
1395	0.3922014037
1396	0.3921980838
1397	0.3921945615
1398	0.3921927083
1399	0.3921880128
1400	0.3921832426
1401	0.3921789407
1402	0.3921789204
1403	0.3921771901
1404	0.3921745766
1405	0.3921699373
1406	0.3921665733
1407	0.3921656892
1408	0.392162824
1409	0.3921599151
1410	0.3921576295
1411	0.3921563783
1412	0.3921538978
1413	0.3921531225
1414	0.3921520463
1415	0.392148744
1416	0.3921456466
1417	0.3921413223
1418	0.3921389734
1419	0.3921355348
1420	0.3921323965
1421	0.3921284789
1422	0.3921249968
1423	0.3921218386
1424	0.3921199795
1425	0.3921171821
1426	0.3921147585
1427	0.3921113101
1428	0.3921096139
1429	0.39210777
1430	0.3921042165
1431	0.3921002341
1432	0.3920972409
1433	0.392094993
1434	0.3920928797
1435	0.3920894872
1436	0.392089487
1437	0.3920869443
1438	0.392084487
1439	0.3920819368
1440	0.3920803015
1441	0.3920770067
1442	0.3920739162
1443	0.3920731603
1444	0.3920711087
1445	0.3920689202
1446	0.3920664612
1447	0.3920648558
1448	0.3920645168
1449	0.3920618167
1450	0.3920565029
1451	0.3920539044
1452	0.3920533285
1453	0.3920527218
1454	0.3920521129
1455	0.3920487648
1456	0.3920456805
1457	0.392043484
1458	0.3920419935
1459	0.3920394007
1460	0.3920371525
1461	0.3920338177
1462	0.39203236
1463	0.3920307065
1464	0.3920246515
1465	0.3920230202
1466	0.3920200372
1467	0.392016576
1468	0.3920126994
1469	0.3920100315
1470	0.3920083496
1471	0.3920076641
1472	0.3920046444
1473	0.3920029049
1474	0.3920010174
1475	0.3919984213
1476	0.3919944064
1477	0.3919914597
1478	0.3919861493
1479	0.3919781907
1480	0.3919743783
1481	0.3919743506
1482	0.3919723382
1483	0.3919670689
1484	0.3919653646
1485	0.3919636038
1486	0.39196083
1487	0.3919578016
1488	0.3919561895
1489	0.391953902
1490	0.3919513779
1491	0.3919480036
1492	0.3919455401
1493	0.3919355245
1494	0.3919316723
1495	0.3919299182
1496	0.3919280202
1497	0.3919262398
1498	0.3919250307
1499	0.391921519
1500	0.3919181294
1501	0.3919140639
1502	0.3919091187
1503	0.3919020463
1504	0.3918998226
1505	0.3918927404
1506	0.3918888632
1507	0.391885731
1508	0.3918827811
1509	0.3918805746
1510	0.391880489
1511	0.3918786285
1512	0.3918744161
1513	0.3918706808
1514	0.3918673258
1515	0.3918653609
